"LANG","complexityoflanguages","costoflanguages","syn_index","type","minimal"
"fl1000",6,2.90135396518375,0,"artificial",1.43452492418212
"fl10000",2,10.2040816326531,0,"artificial",1.5692444214276
"fl1004",3,4.84261501210654,0,"artificial",1.92702511229442
"fl1012",4,5.31914893617021,0,"artificial",3.02501459913999
"fl1019",4,2.43664717348928,0,"artificial",0.621318765419858
"fl102",2,5.81395348837209,0,"artificial",1.18020544384
"fl1024",3,5.81395348837209,0,"artificial",2.16427492354586
"fl1030",3,4.84261501210654,0,"artificial",1.92702511229442
"fl104",5,4.8721071863581,0,"artificial",3.22530446229912
"fl1041",3,5.92885375494071,0,"artificial",2.18499888042401
"fl1044",8,2.9747149231532,0,"artificial",1.68241248972382
"fl1056",5,6.78733031674208,0,"artificial",4.29403985280687
"fl1057",2,5.81395348837209,0,"artificial",1.18020544384
"fl1063",6,2.31660231660232,0,"artificial",0.853765454706616
"fl1066",4,2.60078023407022,0,"artificial",0.779449223620016
"fl1073",1,4.77326968973747,0,"artificial",0.0128016425313128
"fl1083",5,4.8721071863581,0,"artificial",3.22530446229912
"fl1116",5,5.87084148727984,0,"artificial",4.13358587537508
"fl1129",3,11.1731843575419,0,"artificial",2.60905752373517
"fl1158",5,3.19488817891374,0,"artificial",1.57989866457707
"fl1167",4,5.31914893617021,0,"artificial",3.02501459913999
"fl1174",6,3.97877984084881,0,"artificial",2.50404516735217
"fl1176",8,2.10526315789474,0,"artificial",0.814817364722638
"fl1179",7,3.37837837837838,0,"artificial",2.01015787831351
"fl1200",2,6.7842605156038,0,"artificial",1.31763542170785
"fl1203",2,6.7842605156038,0,"artificial",1.31763542170785
"fl1214",5,6.78733031674208,0,"artificial",4.29403985280687
"fl1230",2,6,0,"artificial",1.21077700574153
"fl1231",3,6.25978090766823,0,"artificial",2.23893256675966
"fl1234",4,4.05405405405405,0,"artificial",2.16077716400236
"fl1246",8,2.01072386058981,0,"artificial",0.720421036009994
"fl1247",2,4.70588235294118,0,"artificial",0.933119049690862
"fl1249",4,4.90196078431372,0,"artificial",2.87624949854632
"fl1255",2,6.7842605156038,0,"artificial",1.31763542170785
"fl126",3,6.09756097560976,0,"artificial",2.21348861609474
"fl1260",4,4.05405405405405,0,"artificial",2.16077716400236
"fl1270",5,6.78733031674208,0,"artificial",4.29403985280687
"fl1271",2,12.3456790123457,0,"artificial",1.64961693433372
"fl1283",2,3.42857142857143,0,"artificial",0.399071262472552
"fl1310",4,6.78733031674208,0,"artificial",3.30285755867928
"fl1321",3,5.92885375494071,0,"artificial",2.18499888042401
"fl1332",3,6.09756097560976,0,"artificial",2.21348861609474
"fl1346",6,6.75675675675676,0,"artificial",5.25697059691639
"fl1350",2,3.80228136882129,0,"artificial",0.594104254588034
"fl1361",6,6.75675675675676,0,"artificial",5.25697059691639
"fl1366",3,3.05810397553517,0,"artificial",0.822913315286241
"fl1385",4,11.1731843575419,0,"artificial",3.6083240065559
"fl1389",5,9.11854103343465,0,"artificial",4.50685809125507
"fl1396",6,6.75675675675676,0,"artificial",5.25697059691639
"fl141",1,5.21739130434783,0,"artificial",0.086465690481498
"fl1426",3,8.65800865800866,0,"artificial",2.48114934786649
"fl143",1,4.77326968973747,0,"artificial",0.0128016425313128
"fl1433",3,11.1731843575419,0,"artificial",2.60905752373517
"fl1435",5,4.90196078431372,0,"artificial",3.25447674243812
"fl1436",2,4.19287211740042,0,"artificial",0.761460250195114
"fl1441",5,3.38983050847458,0,"artificial",1.77165156864697
"fl1443",3,5.20156046814044,0,"artificial",2.03066706571341
"fl1448",3,6.81431005110733,0,"artificial",2.31407150771263
