"LANG","complexityoflanguages","costoflanguages","syn_index","type"
"fl1094",14,3.85959645774814,13,"artificial"
"fl1095",15,3.52699128049378,8,"artificial"
"fl1096",14,3.6021252538998,15,"artificial"
"fl1097",14,2.94406280667321,5,"artificial"
"fl1098",5,5.29661016949153,4,"artificial"
"fl1099",13,3.53200883002207,7,"artificial"
"fl11",15,3.24149108589951,14,"artificial"
"fl110",12,2.62008733624454,5,"artificial"
"fl1100",12,4.22460834360148,5,"artificial"
"fl1101",15,4.02410438526775,13,"artificial"
"fl1102",5,5.93765462642256,1,"artificial"
"fl1103",20,2.37661411708786,9,"artificial"
"fl1104",9,5.20268805549534,2,"artificial"
"fl1105",11,2.59235255994815,2,"artificial"
"fl1106",11,3.80597961686472,9,"artificial"
"fl1107",18,2.96442687747036,9,"artificial"
"fl1108",17,2.97582145071296,8,"artificial"
"fl1109",10,3.10117586251454,3,"artificial"
"fl111",18,3.32020622169755,14,"artificial"
"fl1110",11,3.13234142521535,1,"artificial"
"fl1111",24,2.88324538100085,14,"artificial"
"fl1112",17,1.6555149341243,7,"artificial"
"fl1113",6,4.6592894583576,2,"artificial"
"fl1114",7,3.47473577530042,1,"artificial"
"fl1115",8,3.04645849200305,3,"artificial"
"fl1116",5,5.87084148727984,0,"artificial"
"fl1117",17,2.83687943262411,6,"artificial"
"fl1118",16,3.16066725197542,8,"artificial"
"fl1119",14,4.45158896995177,7,"artificial"
"fl112",18,3.51895838831706,12,"artificial"
"fl1120",16,4.02785936057733,7,"artificial"
"fl1121",10,3.10277957336781,4,"artificial"
"fl1122",10,4.40054762370428,6,"artificial"
"fl1123",15,2.4948024948025,8,"artificial"
"fl1124",22,3.53701634985808,14,"artificial"
"fl1125",3,6.25978090766823,0,"artificial"
"fl1126",12,3.05033045246568,6,"artificial"
"fl1127",4,4.15800415800416,2,"artificial"
"fl1128",19,2.80459017926006,14,"artificial"
"fl1129",3,11.1731843575419,0,"artificial"
"fl113",19,3.13815737859254,13,"artificial"
"fl1130",12,4.18892030579118,11,"artificial"
"fl1131",21,2.95646603759639,15,"artificial"
"fl1132",1,5.21739130434783,0,"artificial"
"fl1133",28,4.77374440576827,17,"artificial"
"fl1134",22,3.1424032401669,13,"artificial"
"fl1135",13,3.55871886120996,4,"artificial"
"fl1136",12,3.68606972815236,9,"artificial"
"fl1137",11,5.28169014084507,4,"artificial"
"fl1138",22,3.68036067534618,16,"artificial"
"fl1139",22,2.60078023407022,10,"artificial"
"fl114",9,3.82921692513881,9,"artificial"
"fl1140",11,3.59281437125749,2,"artificial"
"fl1141",10,4.81090471735935,4,"artificial"
"fl1142",6,4.01821591213501,6,"artificial"
"fl1143",15,1.8888713993389,5,"artificial"
"fl1144",7,4,2,"artificial"
"fl1145",22,3.30988829127017,17,"artificial"
"fl1146",13,3.05530094714329,10,"artificial"
"fl1147",9,3.93571662840275,2,"artificial"
"fl1148",18,2.47269730063878,7,"artificial"
"fl1149",6,6.75675675675676,0,"artificial"
"fl115",8,3.26441784548422,1,"artificial"
"fl1150",20,2.97885016383676,11,"artificial"
"fl1151",15,2.65017667844523,6,"artificial"
"fl1152",21,2.99071631809591,12,"artificial"
"fl1153",14,2.48041505611939,7,"artificial"
"fl1154",24,3.48401707168365,16,"artificial"
"fl1155",19,3.60072014402881,9,"artificial"
"fl1156",22,3.3468135545949,12,"artificial"
"fl1157",9,3.54452813469207,7,"artificial"
"fl1158",5,3.19488817891374,0,"artificial"
"fl1159",6,4.24403183023873,1,"artificial"
"fl116",2,3.80228136882129,0,"artificial"
"fl1160",8,6.10997963340122,3,"artificial"
"fl1161",19,2.39956008065188,11,"artificial"
"fl1162",11,2.68817204301075,7,"artificial"
"fl1163",16,3.55080361590168,12,"artificial"
"fl1164",11,4.1134912228381,10,"artificial"
"fl1165",16,2.89075360340467,7,"artificial"
"fl1166",12,2.91488534784298,8,"artificial"
"fl1167",4,5.31914893617021,0,"artificial"
"fl1168",10,3.19786808794137,4,"artificial"
"fl1169",18,2.93052220277586,12,"artificial"
"fl117",10,4.85895532460521,6,"artificial"
"fl1170",12,3.54758443990047,8,"artificial"
"fl1171",23,3.46670518561317,13,"artificial"
"fl1172",15,3.52941176470588,4,"artificial"
"fl1173",9,3.50757538851269,10,"artificial"
"fl1174",6,3.97877984084881,0,"artificial"
"fl1175",6,3.26441784548422,1,"artificial"
"fl1176",8,2.10526315789474,0,"artificial"
"fl1177",8,4.08399414627506,10,"artificial"
"fl1178",23,3.04742556028189,13,"artificial"
"fl1179",7,3.37837837837838,0,"artificial"
"fl118",12,3.54609929078014,6,"artificial"
"fl1180",18,4.7124119695264,19,"artificial"
"fl1181",13,3.10302027306578,7,"artificial"
"fl1182",8,3.92156862745098,2,"artificial"
"fl1183",11,3.15983498639516,6,"artificial"
"fl1184",11,3.38218714768884,5,"artificial"
"fl1185",13,3.78608613345954,9,"artificial"
"fl1186",13,4.02540477681367,10,"artificial"
"fl1187",15,2.92350170537599,5,"artificial"
"fl1188",16,3.1844316674038,7,"artificial"
"fl1189",11,2.77144792757283,8,"artificial"
"fl119",29,3.52794178896048,18,"artificial"
"fl1190",7,5.95829195630586,3,"artificial"
"fl1191",13,2.45670065102567,6,"artificial"
"fl1192",3,4.82160077145612,1,"artificial"
"fl1193",21,2.67821273936526,13,"artificial"
"fl1194",2,5.20156046814044,0,"artificial"
"fl1195",16,2.2730716775269,8,"artificial"
"fl1196",2,4.70588235294118,0,"artificial"
"fl1197",19,3.48979235735474,13,"artificial"
"fl1198",23,2.91554634098934,15,"artificial"
"fl1199",15,2.79546513433763,11,"artificial"
"fl12",10,3.31858407079646,2,"artificial"
"fl120",18,3.14307541198298,15,"artificial"
"fl1200",2,6.7842605156038,0,"artificial"
"fl1201",28,3.0086247242094,15,"artificial"
"fl1202",15,3.04336799391326,7,"artificial"
"fl1203",2,6.7842605156038,0,"artificial"
"fl1204",18,3.27868852459016,6,"artificial"
"fl1205",29,3.14424210664221,16,"artificial"
"fl1206",10,4.13564929693962,5,"artificial"
"fl1207",23,3.09064986432415,15,"artificial"
"fl1208",21,3.35578915576734,18,"artificial"
"fl1209",11,2.91226792864944,5,"artificial"
"fl121",20,3.90166503555392,21,"artificial"
"fl1210",19,3.20028446973064,13,"artificial"
"fl1211",20,2.18028537513021,12,"artificial"
"fl1212",18,3.40403321201737,16,"artificial"
"fl1213",10,3.7813140066173,5,"artificial"
"fl1214",5,6.78733031674208,0,"artificial"
"fl1215",10,2.58175559380379,1,"artificial"
"fl1216",17,2.83308412685921,13,"artificial"
"fl1217",10,6.18397320278279,3,"artificial"
"fl1218",9,3.96039603960396,5,"artificial"
"fl1219",5,2.50783699059561,1,"artificial"
"fl122",19,2.73217822909315,12,"artificial"
"fl1220",21,2.97899806365126,12,"artificial"
"fl1221",13,1.60135225301366,4,"artificial"
"fl1222",22,2.25182961155939,6,"artificial"
"fl1223",19,2.51748251748252,6,"artificial"
"fl1224",19,3.05576776165011,11,"artificial"
"fl1225",6,3.09677419354839,1,"artificial"
"fl1226",5,3.5175142899018,1,"artificial"
"fl1227",6,4.42216981132075,5,"artificial"
"fl1228",9,3.74372146712285,9,"artificial"
"fl1229",14,2.0760048440113,4,"artificial"
"fl123",17,3.31564070612095,13,"artificial"
"fl1230",2,6,0,"artificial"
"fl1231",3,6.25978090766823,0,"artificial"
"fl1232",16,2.54533884823417,6,"artificial"
"fl1233",14,4.13123558370916,13,"artificial"
"fl1234",4,4.05405405405405,0,"artificial"
"fl1235",12,2.71186440677966,5,"artificial"
"fl1236",4,4.8721071863581,0,"artificial"
"fl1237",10,2.49791840133222,2,"artificial"
"fl1238",7,3.3195020746888,1,"artificial"
"fl1239",11,3.84862091084028,5,"artificial"
"fl124",10,2.9806259314456,1,"artificial"
"fl1240",11,3.24689966178128,4,"artificial"
"fl1241",14,2.70118176702307,5,"artificial"
"fl1242",9,3.68369351669941,4,"artificial"
"fl1243",8,3.2520325203252,3,"artificial"
"fl1244",9,2.10526315789474,2,"artificial"
"fl1245",18,2.11416490486258,4,"artificial"
"fl1246",8,2.01072386058981,0,"artificial"
"fl1247",2,4.70588235294118,0,"artificial"
"fl1248",25,3.14835026446142,15,"artificial"
"fl1249",4,4.90196078431372,0,"artificial"
"fl125",14,3.3003300330033,4,"artificial"
"fl1250",15,3.5522751829175,11,"artificial"
"fl1251",7,3.3195020746888,1,"artificial"
"fl1252",20,3.22962643987512,17,"artificial"
"fl1253",6,3.9925472451424,2,"artificial"
"fl1254",11,3.40892950144406,4,"artificial"
"fl1255",2,6.7842605156038,0,"artificial"
"fl1256",3,5.92885375494071,0,"artificial"
"fl1257",5,3.96301188903567,1,"artificial"
"fl1258",15,3.60944953889282,14,"artificial"
"fl1259",11,3.6157356816867,11,"artificial"
"fl126",3,6.09756097560976,0,"artificial"
"fl1260",4,4.05405405405405,0,"artificial"
"fl1261",10,4,10,"artificial"
"fl1262",8,3.65853658536585,1,"artificial"
"fl1263",11,3.54400472533963,7,"artificial"
"fl1264",14,2.86896024099266,8,"artificial"
"fl1265",18,2.80327983740977,12,"artificial"
"fl1266",10,3.6680421824851,4,"artificial"
"fl1267",12,3.27376892647661,3,"artificial"
"fl1268",18,2.65951159547056,13,"artificial"
"fl1269",6,4.3525571273123,3,"artificial"
"fl127",10,5.06756756756757,2,"artificial"
"fl1270",5,6.78733031674208,0,"artificial"
"fl1271",2,12.3456790123457,0,"artificial"
"fl1272",4,5.31914893617021,0,"artificial"
"fl1273",21,3.38526581859489,17,"artificial"
"fl1274",11,3.6995170075018,5,"artificial"
"fl1275",11,2.71370420624152,1,"artificial"
"fl1276",5,5.30973451327433,3,"artificial"
"fl1277",18,3.35298555422057,18,"artificial"
"fl1278",7,4.43458980044346,3,"artificial"
"fl1279",18,3.60738793048163,15,"artificial"
"fl128",8,4.80836655781059,13,"artificial"
"fl1280",22,2.585092632486,7,"artificial"
"fl1281",26,3.09837335398916,16,"artificial"
"fl1282",12,2.90920845286678,5,"artificial"
"fl1283",2,3.42857142857143,0,"artificial"
"fl1284",15,3.1178954205911,8,"artificial"
"fl1285",27,2.8982007003985,11,"artificial"
"fl1286",12,3.95715717828312,14,"artificial"
"fl1287",17,3.29285861288331,14,"artificial"
"fl1288",6,4.81154771451483,3,"artificial"
"fl1289",21,3.44491014526038,12,"artificial"
"fl129",27,3.18881787863891,16,"artificial"
"fl1290",13,2.01207243460765,4,"artificial"
"fl1291",13,3.77239861678717,8,"artificial"
"fl1292",7,3.50733617817268,7,"artificial"
"fl1293",23,2.33519824860131,13,"artificial"
"fl1294",4,9.11854103343465,0,"artificial"
"fl1295",6,3.55450236966825,1,"artificial"
"fl1296",10,3.89357560025957,2,"artificial"
"fl1297",12,3.73820130214012,5,"artificial"
"fl1298",18,3.6591873554748,17,"artificial"
"fl1299",24,2.57538362485245,12,"artificial"
"fl13",13,3.26441784548422,4,"artificial"
"fl130",15,3.59281437125749,7,"artificial"
"fl1300",11,3.30760749724366,2,"artificial"
"fl1301",10,2.73151485261201,3,"artificial"
"fl1302",14,3.05136463807425,9,"artificial"
"fl1303",6,5.81395348837209,2,"artificial"
"fl1304",7,8.02675585284281,2,"artificial"
"fl1305",3,5.37634408602151,0,"artificial"
"fl1306",19,3.18091451292247,15,"artificial"
"fl1307",8,3.47121781891814,1,"artificial"
"fl1308",25,3.19136204672686,14,"artificial"
"fl1309",2,6.09756097560976,0,"artificial"
"fl131",7,6.0790273556231,1,"artificial"
"fl1310",4,6.78733031674208,0,"artificial"
"fl1311",22,3.33804677901667,17,"artificial"
"fl1312",11,3.11769290724864,6,"artificial"
"fl1313",23,2.18221494817239,9,"artificial"
"fl1314",23,3.63045955567209,18,"artificial"
"fl1315",11,3.53045013239188,5,"artificial"
"fl1316",10,5.39568345323741,2,"artificial"
"fl1317",19,2.44981286151752,8,"artificial"
"fl1318",23,3.36319727954709,14,"artificial"
"fl1319",15,2.9656234811477,9,"artificial"
"fl132",6,3.83264132864899,3,"artificial"
"fl1320",2,6.7842605156038,0,"artificial"
"fl1321",3,5.92885375494071,0,"artificial"
"fl1322",8,2.86054827175209,2,"artificial"
"fl1323",13,2.64900662251656,2,"artificial"
"fl1324",14,4.39029744265174,14,"artificial"
"fl1325",5,4.47177193963108,2,"artificial"
"fl1326",13,3.71086200231929,9,"artificial"
"fl1327",6,5.73613766730401,1,"artificial"
"fl1328",18,2.83822138126774,4,"artificial"
"fl1329",2,4.19287211740042,0,"artificial"
"fl133",24,3.69015037362773,18,"artificial"
"fl1330",8,3,3,"artificial"
"fl1331",12,2.72331154684096,5,"artificial"
"fl1332",3,6.09756097560976,0,"artificial"
"fl1333",14,4.45269016697588,7,"artificial"
"fl1334",16,3.29694483112316,11,"artificial"
"fl1335",2,10.2040816326531,0,"artificial"
"fl1336",19,3.32727030743978,10,"artificial"
"fl1337",4,5.92885375494071,0,"artificial"
"fl1338",19,2.99950008331945,10,"artificial"
"fl1339",12,4.01521319666737,8,"artificial"
"fl134",7,3.16605983853095,3,"artificial"
"fl1340",21,2.51598700073383,9,"artificial"
"fl1341",14,5.47382825863839,9,"artificial"
"fl1342",16,3.42062580349075,15,"artificial"
"fl1343",18,3.42150776071278,15,"artificial"
"fl1344",10,4.09276944065484,4,"artificial"
"fl1345",11,2.92897241884306,3,"artificial"
"fl1346",6,6.75675675675676,0,"artificial"
"fl1347",10,3.01053687907677,6,"artificial"
"fl1348",5,2.77520814061055,1,"artificial"
"fl1349",2,5.92885375494071,1,"artificial"
"fl135",12,3.98561194089338,13,"artificial"
"fl1350",2,3.80228136882129,0,"artificial"
"fl1351",9,4.77573924463724,8,"artificial"
"fl1352",26,2.41109101868596,13,"artificial"
"fl1353",22,2.97606745752904,14,"artificial"
"fl1354",5,3.90053632374451,2,"artificial"
"fl1355",25,3.61425824879148,20,"artificial"
"fl1356",23,2.30736690979477,10,"artificial"
"fl1357",5,4.526593738212,3,"artificial"
"fl1358",3,11.1731843575419,0,"artificial"
"fl1359",2,12.3456790123457,0,"artificial"
"fl136",9,4.1376456796083,5,"artificial"
"fl1360",11,3.91134289439374,5,"artificial"
"fl1361",6,6.75675675675676,0,"artificial"
"fl1362",20,3.15098468271335,8,"artificial"
"fl1363",15,5.18657253997983,9,"artificial"
"fl1364",1,12.3456790123457,0,"artificial"
"fl1365",10,3.02724520686176,4,"artificial"
"fl1366",3,3.05810397553517,0,"artificial"
"fl1367",22,3.28579577866515,13,"artificial"
"fl1368",19,3.64975713907704,19,"artificial"
"fl1369",8,4,2,"artificial"
"fl137",23,3.41515474919957,16,"artificial"
"fl1370",6,3.81315538608198,1,"artificial"
"fl1371",6,3.83141762452107,5,"artificial"
"fl1372",11,2.55808995949691,2,"artificial"
"fl1373",16,3.4086067319983,11,"artificial"
"fl1374",14,3.1876743259397,13,"artificial"
"fl1375",14,3.24144730622223,10,"artificial"
"fl1376",9,3.84911470361817,4,"artificial"
"fl1377",23,3.93378994435873,21,"artificial"
"fl1378",9,2.9806259314456,1,"artificial"
"fl1379",1,4.77326968973747,0,"artificial"
"fl138",17,3.27064595257563,12,"artificial"
"fl1380",13,3.26770688669226,9,"artificial"
"fl1381",19,3.68656043911031,17,"artificial"
"fl1382",19,2.86177848403644,13,"artificial"
"fl1383",23,3.22349281564039,15,"artificial"
"fl1384",10,3.62976406533575,4,"artificial"
"fl1385",4,11.1731843575419,0,"artificial"
"fl1386",8,4.74339548059819,8,"artificial"
"fl1387",17,4.22089342244108,6,"artificial"
"fl1388",17,3.85043210404723,13,"artificial"
"fl1389",5,9.11854103343465,0,"artificial"
"fl139",9,2.84859706594502,7,"artificial"
"fl1390",7,3.71954621536173,1,"artificial"
"fl1391",21,3.22493953238377,16,"artificial"
"fl1392",21,3.40763879028823,16,"artificial"
"fl1393",7,5,9,"artificial"
"fl1394",6,5.03848845346396,5,"artificial"
"fl1395",22,2.72130029775561,13,"artificial"
"fl1396",6,6.75675675675676,0,"artificial"
"fl1397",16,3.1782045792631,11,"artificial"
"fl1398",11,3.56347438752784,2,"artificial"
"fl1399",6,4.45765230312036,1,"artificial"
"fl14",13,3.47369639893473,10,"artificial"
"fl140",9,4.12512891027845,2,"artificial"
"fl1400",16,3.43534396381438,11,"artificial"
"fl1401",15,2.88658140560478,6,"artificial"
"fl1402",10,4.70957613814757,3,"artificial"
"fl1403",20,3.25335502236682,7,"artificial"
"fl1404",19,3.35272324945937,15,"artificial"
"fl1405",26,3.58822702712401,19,"artificial"
"fl1406",18,3.21414222579349,7,"artificial"
"fl1407",9,3.90243902439024,2,"artificial"
"fl1408",3,5.54323725055432,0,"artificial"
"fl1409",5,4.4296788482835,2,"artificial"
"fl141",1,5.21739130434783,0,"artificial"
"fl1410",19,2.88834153033962,15,"artificial"
"fl1411",30,2.8817059699342,15,"artificial"
"fl1412",17,3.98186922214185,16,"artificial"
"fl1413",17,2.79853356841015,10,"artificial"
"fl1414",3,11.5384615384615,0,"artificial"
"fl1415",17,3.5946439804691,11,"artificial"
"fl1416",19,2.00585039699122,9,"artificial"
"fl1417",26,3.31852594764657,17,"artificial"
"fl1418",20,3.43780720286091,18,"artificial"
"fl1419",26,3.30701500558059,17,"artificial"
"fl142",12,4.54234602077871,14,"artificial"
"fl1420",18,3.181142189103,14,"artificial"
"fl1421",14,3.64225010117361,8,"artificial"
"fl1422",30,3.47977381470204,17,"artificial"
"fl1423",16,3.29980063704485,9,"artificial"
"fl1424",18,3.78429517502365,13,"artificial"
"fl1425",10,4.00534045393858,8,"artificial"
"fl1426",3,8.65800865800866,0,"artificial"
"fl1427",12,3.05654610290372,7,"artificial"
"fl1428",11,3.5623812539582,6,"artificial"
"fl1429",26,3.67127411568185,20,"artificial"
"fl143",1,4.77326968973747,0,"artificial"
"fl1430",11,4.31965442764579,7,"artificial"
"fl1431",29,2.92112950340798,13,"artificial"
"fl1432",14,2.92195933606591,11,"artificial"
"fl1433",3,11.1731843575419,0,"artificial"
"fl1434",3,3.6231884057971,1,"artificial"
"fl1435",5,4.90196078431372,0,"artificial"
"fl1436",2,4.19287211740042,0,"artificial"
"fl1437",20,3.19233838786911,9,"artificial"
"fl1438",6,4.40366972477064,1,"artificial"
"fl1439",13,3.6692759295499,7,"artificial"
"fl144",20,2.87179814449931,11,"artificial"
"fl1440",14,3.27510917030568,6,"artificial"
"fl1441",5,3.38983050847458,0,"artificial"
"fl1442",19,3.18105504992489,10,"artificial"
"fl1443",3,5.20156046814044,0,"artificial"
"fl1444",11,1.93798449612403,1,"artificial"
"fl1445",10,2.56629597946963,2,"artificial"
"fl1446",8,2.7027027027027,1,"artificial"
"fl1447",7,3.81291306558211,2,"artificial"
"fl1448",3,6.81431005110733,0,"artificial"
"fl1449",20,3.07167235494881,9,"artificial"
"fl145",14,2.79948676076053,8,"artificial"
"fl1450",20,3.01608579088472,15,"artificial"
"fl1451",13,3.25799226226838,9,"artificial"
"fl1452",8,3.48756103231807,3,"artificial"
"fl1453",10,3.46270379454624,7,"artificial"
"fl1454",18,2.48421488458752,9,"artificial"
"fl1455",12,3.15490587864129,4,"artificial"
"fl1456",20,2.8629596640794,13,"artificial"
"fl1457",22,2.68186389540731,10,"artificial"
"fl1458",5,4.90196078431372,0,"artificial"
"fl1459",9,4.5280171058424,6,"artificial"
"fl146",4,5.33807829181494,3,"artificial"
"fl1460",16,3.29474214066718,11,"artificial"
"fl1461",12,2.75624461670973,5,"artificial"
"fl1462",7,5.28169014084507,2,"artificial"
"fl1463",13,3.57675111773472,4,"artificial"
"fl1464",5,6.75675675675676,0,"artificial"
"fl1465",16,3.18217979315831,12,"artificial"
"fl1466",13,3.25659233796192,7,"artificial"
"fl1467",18,3.06807286673059,13,"artificial"
"fl1468",10,4.27413849395981,9,"artificial"
"fl1469",19,3.19840790362131,13,"artificial"
"fl147",22,3.42617310739625,17,"artificial"
"fl1470",14,3.74035689238682,9,"artificial"
"fl1471",6,4.45881172667484,3,"artificial"
"fl1472",13,3.56532719304761,8,"artificial"
"fl1473",14,3.96305551580268,12,"artificial"
"fl1474",12,3.54872098181281,8,"artificial"
"fl1475",18,2.94773904321303,12,"artificial"
"fl1476",10,3.39366515837104,3,"artificial"
"fl1477",3,3.88953714507973,4,"artificial"
"fl1478",30,3.10790919725295,16,"artificial"
"fl1479",23,3.31680459045755,17,"artificial"
"fl148",17,3.63397402314236,17,"artificial"
"fl1480",2,8.65800865800866,0,"artificial"
"fl1481",9,2.43605359317905,2,"artificial"
"fl1482",16,3.87315419995159,9,"artificial"
"fl1483",10,2.89365806607186,3,"artificial"
"fl1484",7,4.3525571273123,3,"artificial"
"fl1485",17,2.95766837143385,12,"artificial"
"fl1486",6,3.584229390681,1,"artificial"
"fl1487",15,3.34752933737516,10,"artificial"
"fl1488",6,4.80769230769231,2,"artificial"
"fl1489",3,11.5384615384615,0,"artificial"
"fl149",5,3.74531835205992,0,"artificial"
"fl1490",12,4.45765230312036,4,"artificial"
"fl1491",23,3.69433484014305,21,"artificial"
"fl1492",17,3.01723596042392,11,"artificial"
"fl1493",3,6.07287449392713,0,"artificial"
"fl1494",16,3.60349539052881,11,"artificial"
"fl1495",16,3.1977999136594,15,"artificial"
"fl1496",18,2.9445444135449,12,"artificial"
"fl1497",20,2.72739669984999,10,"artificial"
"fl1498",14,3.23553916215713,15,"artificial"
"fl1499",13,3.51715345047408,10,"artificial"
"fl15",16,3.59907503771531,16,"artificial"
"fl150",19,3.58588952472023,12,"artificial"
"fl1500",20,2.4,6,"artificial"
"fl1501",14,2.42710264621608,5,"artificial"
"fl1502",17,2.73224043715847,9,"artificial"
"fl1503",7,4.29645542427497,1,"artificial"
"fl1504",16,2.93004517152973,9,"artificial"
"fl1505",13,3.51219512195122,7,"artificial"
"fl1506",7,2.89995166747221,3,"artificial"
"fl1507",5,3.38983050847458,0,"artificial"
"fl1508",21,2.98439410582164,13,"artificial"
"fl1509",22,2.78956238740048,11,"artificial"
"fl151",24,3.7270283057447,19,"artificial"
"fl1510",23,3.65402475601772,16,"artificial"
"fl1511",14,2.55667291631157,9,"artificial"
"fl1512",13,3.37952010814464,6,"artificial"
"fl1513",14,3.38703986828178,11,"artificial"
"fl1514",6,4.24403183023873,1,"artificial"
"fl1515",12,2.28699209717175,7,"artificial"
"fl1516",10,3.65408038976857,2,"artificial"
"fl1517",19,3.42661336379212,13,"artificial"
