"LANG","complexityoflanguages","costoflanguages","syn_index","type","minimal"
"fl8234",19,3.34401560540616,11,"Not Haspel-ok",2.34788614066333
"fl8240",19,3.28465654809969,11,"Not Haspel-ok",2.28852809887133
"fl8242",20,2.68441362339914,11,"Not Haspel-ok",1.69960380443315
"fl8257",16,4.38217428880963,11,"Not Haspel-ok",3.34554382380004
"fl8266",10,4.29737859905458,11,"Not Haspel-ok",3.10699275080096
"fl8344",19,2.79477067353973,11,"Not Haspel-ok",1.79865316450618
"fl8396",17,3.46095608911962,11,"Not Haspel-ok",2.43940713670584
"fl8404",16,3.03817979272862,11,"Not Haspel-ok",2.00179925956003
"fl8438",12,3.40049307149537,11,"Not Haspel-ok",2.27922467402701
"fl8460",20,3.40357943103497,11,"Not Haspel-ok",2.41862995081567
"fl8479",20,3.55880681116081,11,"Not Haspel-ok",2.57383742593649
"fl8501",25,3.06506885762329,11,"Not Haspel-ok",2.12094284709117
"fl8515",19,2.81469898358092,11,"Not Haspel-ok",1.81858091449943
"fl8534",13,3.28208120415913,11,"Not Haspel-ok",2.18695937802439
"fl8540",12,3.34667354594007,11,"Not Haspel-ok",2.22544108287278
"fl8576",16,3.35554830591415,11,"Not Haspel-ok",2.3190826301893
"fl8590",18,3.44646019817146,11,"Not Haspel-ok",2.43814342741952
"fl8593",14,3.39097999321804,11,"Not Haspel-ok",2.31828015081561
"fl8599",20,2.81577774127695,11,"Not Haspel-ok",1.83093422238984
"fl8617",17,2.85130447179585,11,"Not Haspel-ok",1.82991585903024
"fl8621",27,2.54877567739782,11,"Not Haspel-ok",1.6159778002233
"fl8668",14,4.38084112149533,11,"Not Haspel-ok",3.30782602623517
"fl8692",12,4.23654015887026,11,"Not Haspel-ok",3.11487297004359
"fl8706",13,3.39198643205427,11,"Not Haspel-ok",2.29684500035217
"fl8708",18,2.46103363412633,11,"Not Haspel-ok",1.45278609999634
"fl8720",15,3.48769618291029,11,"Not Haspel-ok",2.43440995106989
"fl8813",15,3.43359101162175,11,"Not Haspel-ok",2.38030591861259
"fl8850",23,2.42620299231702,11,"Not Haspel-ok",1.46684191812
"fl8909",15,2.66461787159206,11,"Not Haspel-ok",1.61135723185862
"fl8919",17,3.44514091583329,11,"Not Haspel-ok",2.42359510382306
"fl8929",16,3.43554066821266,11,"Not Haspel-ok",2.3990570864105
"fl8967",20,3.06787677361626,11,"Not Haspel-ok",2.08298048607768
"fl8980",20,2.78648554510623,11,"Not Haspel-ok",1.8016491151068
"fl9008",17,3.63184400826446,11,"Not Haspel-ok",2.61026354967636
"fl9051",13,2.81604205289466,11,"Not Haspel-ok",1.72103118058252
"fl9102",18,2.937576499388,11,"Not Haspel-ok",1.92928665190207
"fl9125",22,2.98990905693285,11,"Not Haspel-ok",2.02259480453937
"fl9152",15,3.73250388802488,11,"Not Haspel-ok",2.67921307823785
"fl9206",20,3.38967091944824,11,"Not Haspel-ok",2.40472334816976
"fl9304",16,4.29799426934097,11,"Not Haspel-ok",3.26137341219092
"fl9311",19,3.20273299882566,11,"Not Haspel-ok",2.20660604088126
"fl9381",15,2.59351046049219,11,"Not Haspel-ok",1.54025331525106
"fl9383",21,2.75582263219337,11,"Not Haspel-ok",1.78038552097305
"fl9388",17,3.280032800328,11,"Not Haspel-ok",2.25852239975041
"fl9429",18,2.67379679144385,11,"Not Haspel-ok",1.66552737371124
"fl9445",22,3.35328225787672,11,"Not Haspel-ok",2.38592680815393
"fl9459",14,3.63144834264733,11,"Not Haspel-ok",2.55864948847113
"fl9510",22,2.77847454029753,11,"Not Haspel-ok",1.81119186645872
"fl9512",23,3.04186364846196,11,"Not Haspel-ok",2.08248576214478
"fl9521",24,2.9126213592233,11,"Not Haspel-ok",1.96196058663478
"fl9522",22,2.89412332181044,11,"Not Haspel-ok",1.92682251679685
"fl9575",21,2.53678335870117,11,"Not Haspel-ok",1.56139036260226
"fl9588",18,3.68282677415065,11,"Not Haspel-ok",2.6745009825894
"fl9594",19,2.93061762766503,11,"Not Haspel-ok",1.93449652966854
"fl9610",23,2.91007857212145,11,"Not Haspel-ok",1.95070339186291
"fl9721",16,3.4326579261025,11,"Not Haspel-ok",2.39617496883105
"fl9745",16,3.22294738538393,11,"Not Haspel-ok",2.18651427769676
"fl9828",9,4.31810003598417,11,"Not Haspel-ok",3.08141866418053
"fl9829",18,2.30913551739068,11,"Not Haspel-ok",1.30090798584779
"fl9960",16,4.20226922538171,11,"Not Haspel-ok",3.16565991464444
"fl9998",20,2.64491955036368,11,"Not Haspel-ok",1.66012090575457
"fl5010",21,3.0015257756026,12,"Not Haspel-ok",2.02605052907933
"fl5069",16,3.60369378613078,12,"Not Haspel-ok",2.56717620167201
"fl5142",22,2.96412177600296,12,"Not Haspel-ok",1.99681101699087
"fl5191",13,3.74967190370843,12,"Not Haspel-ok",2.65447790445845
"fl5248",9,4.47127207690588,12,"Not Haspel-ok",3.23437799427962
"fl5273",18,3.60387416472708,12,"Not Haspel-ok",2.59555120361271
"fl5282",19,3.61094115168962,12,"Not Haspel-ok",2.61480769021205
"fl5304",18,3.670285976449,12,"Not Haspel-ok",2.66196062325839
"fl5357",17,2.60676890993613,12,"Not Haspel-ok",1.58547925559539
"fl5393",18,3.05440661788101,12,"Not Haspel-ok",2.04610940500021
"fl5403",22,3.00714196216013,12,"Not Haspel-ok",2.03982542447154
"fl5404",16,3.67742825184255,12,"Not Haspel-ok",2.64089712287153
"fl5442",12,4.44312796208531,12,"Not Haspel-ok",3.3213931580935
"fl5470",16,3.74214539274336,12,"Not Haspel-ok",2.70560298396419
"fl5553",18,2.8583497159118,12,"Not Haspel-ok",1.85006539246116
"fl5644",17,3.46407323050809,12,"Not Haspel-ok",2.44252366392381
"fl5650",26,2.64847069209689,12,"Not Haspel-ok",1.70948211747986
"fl5715",25,2.90750499727421,12,"Not Haspel-ok",1.96351385017108
"fl5788",25,2.73379655997266,12,"Not Haspel-ok",1.78998159995816
"fl5912",19,2.93566011579548,12,"Not Haspel-ok",1.93953889425762
"fl5945",14,3.50390539455435,12,"Not Haspel-ok",2.43115661682979
"fl5946",22,3.22389984417817,12,"Not Haspel-ok",2.25655754218409
"fl5951",22,2.5822741227441,12,"Not Haspel-ok",1.61502814783553
"fl5972",23,2.61637414150223,12,"Not Haspel-ok",1.65700654074376
"fl5982",20,2.9580329081161,12,"Not Haspel-ok",1.97315795532976
"fl6005",20,2.60575002171458,12,"Not Haspel-ok",1.62096299738394
"fl6074",21,2.83086969035004,12,"Not Haspel-ok",1.85541985989942
"fl6151",21,3.04124691123361,12,"Not Haspel-ok",2.06576635139258
"fl6156",23,3.09258424070614,12,"Not Haspel-ok",2.13320540200198
"fl6185",20,2.97521890586325,12,"Not Haspel-ok",1.99034045969377
"fl6198",18,2.9527195777611,12,"Not Haspel-ok",1.94442872567585
"fl6216",23,2.47251898173427,12,"Not Haspel-ok",1.51315616688577
"fl6233",15,3.99742388238691,12,"Not Haspel-ok",2.94412823955512
"fl6368",23,3.6422685262471,12,"Not Haspel-ok",2.68288167588808
"fl6387",20,2.94153695305797,12,"Not Haspel-ok",1.95666541110495
"fl6424",14,3.53048475517069,12,"Not Haspel-ok",2.45772511312975
"fl6501",19,3.46089952624131,12,"Not Haspel-ok",2.46476820483244
"fl6631",16,3.58798026610854,12,"Not Haspel-ok",2.55146566929783
"fl6656",24,2.52099957633202,12,"Not Haspel-ok",1.57082540387583
"fl6765",24,2.65210953212368,12,"Not Haspel-ok",1.70174752917841
"fl6864",21,3.1201248049922,12,"Not Haspel-ok",2.14463427745277
"fl6921",19,3.43636051239953,12,"Not Haspel-ok",2.44022956603476
"fl6924",17,2.9421379535796,12,"Not Haspel-ok",1.92071899935518
"fl6968",22,2.91911615649706,12,"Not Haspel-ok",1.95181171547941
"fl6969",13,3.56086608176144,12,"Not Haspel-ok",2.46569793015315
"fl7007",18,2.62789067974772,12,"Not Haspel-ok",1.61962549724774
"fl7058",16,4.60912093821217,12,"Not Haspel-ok",3.57246682644261
"fl7066",17,3.01537842999296,12,"Not Haspel-ok",1.99393702375504
"fl7091",26,2.48481501932634,12,"Not Haspel-ok",1.54582774959883
"fl7094",16,3.61863597527265,12,"Not Haspel-ok",2.58211558354672
"fl7147",16,3.05667586499682,12,"Not Haspel-ok",2.0202896357977
"fl7168",16,2.99937513018121,12,"Not Haspel-ok",1.9630068960321
"fl7174",25,2.42710264621608,12,"Not Haspel-ok",1.48369942909507
"fl7312",15,4.57543752621344,12,"Not Haspel-ok",3.52191182406725
"fl7349",21,3.02610011347875,12,"Not Haspel-ok",2.05062155547769
"fl7414",22,2.31277002393075,12,"Not Haspel-ok",1.34559190455986
"fl7426",18,2.63172323044027,12,"Not Haspel-ok",1.6234576851915
"fl7532",15,3.5478466541835,12,"Not Haspel-ok",2.49455921425563
"fl7540",21,3.12836733984497,12,"Not Haspel-ok",2.15287581285468
"fl7554",18,2.79977415155177,12,"Not Haspel-ok",1.79149422638649
"fl7679",23,2.24982423248184,12,"Not Haspel-ok",1.29047093084771
"fl7773",20,3.49489454155721,12,"Not Haspel-ok",2.5099330537375
"fl7788",17,3.05553433656711,12,"Not Haspel-ok",2.03408130660454
"fl7789",21,2.73813190950474,12,"Not Haspel-ok",1.76269795429834
"fl7824",16,2.09669979452342,12,"Not Haspel-ok",1.06087155290504
"fl7880",14,3.70656370656371,12,"Not Haspel-ok",2.63373762916183
"fl7890",24,2.98200854842451,12,"Not Haspel-ok",2.03128111539766
"fl7891",28,2.56853896509284,12,"Not Haspel-ok",1.64078756917584
"fl7892",22,3.12309144411748,12,"Not Haspel-ok",2.15576047998515
"fl7953",20,3.17526118728308,12,"Not Haspel-ok",2.19034611099214
"fl7955",23,3.56951633053721,12,"Not Haspel-ok",2.61013034679029
"fl7983",25,2.95281645374946,12,"Not Haspel-ok",2.00878435695465
"fl8004",21,2.98216911384016,12,"Not Haspel-ok",2.0066965327939
"fl8017",19,2.96370205903201,12,"Not Haspel-ok",1.96758016201633
"fl8101",16,3.98194850013273,12,"Not Haspel-ok",2.94536861603485
"fl8127",20,2.9823741686632,12,"Not Haspel-ok",1.99749428577145
"fl8155",23,2.37322214348106,12,"Not Haspel-ok",1.41386320025105
